,date,individual,class,class_label,performance_measure,metricName,result,model_label
720,2021-05-17,https://identifiers.org/ito:ITO_iJpb6xh0UbhLRJGSi,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,79.2,RVT-Ti* model in \'Towards Robust Vision Transformer\'
728,2021-01-05,https://identifiers.org/ito:ITO_iJRh57dIvBgbwpFAw,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,77.5,EfficientNet-B0 model in \'AutoDropout: Learning Dropout Patterns to Regularize Deep Networks\'
736,2021-02-12,https://identifiers.org/ito:ITO_iJS2f9EEQ00Ywfgob,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,75.92,"ResNet-50 MLPerf v0.7 - 2512 steps model in \'A Large Batch Optimizer Reality Check: Traditional, Generic Optimizers Suffice Across Batch Sizes\'"
744,2020-03-18,https://identifiers.org/ito:ITO_iK5KnnmPA5HIK7VUj,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,83.6,FixEfficientNet-B2 model in \'Fixing the train-test resolution discrepancy: FixEfficientNet\'
752,2020-03-31,https://identifiers.org/ito:ITO_iKhqVVDFmJo4vEqUd,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,66.7,MUXNet-xs model in \'MUXConv: Information Multiplexing in Convolutional Neural Networks\'
760,2012-12-01,https://identifiers.org/ito:ITO_iTAZ1wEy8VtaOwNBv,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,63.3,AlexNet model in \'ImageNet Classification with Deep Convolutional Neural Networks\'
768,2021-01-27,https://identifiers.org/ito:ITO_iTElBUehfiSwvz67d,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,84.2,BoTNet T7-320 model in \'Bottleneck Transformers for Visual Recognition\'
776,2021-06-10,https://identifiers.org/ito:ITO_iTNww3dRKSfZNMctg,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,90.35,ViT-MoE-15B (Every-2) model in \'Scaling Vision with Sparse Mixture of Experts\'
784,2019-02-14,https://identifiers.org/ito:ITO_iTpqRqwjpuRpNwkpx,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,83.6,MultiGrain PNASNet (500px) model in \'MultiGrain: a unified image embedding for classes and instances\'
792,2019-12-07,https://identifiers.org/ito:ITO_iTr3K44cTK5MJLEsE,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,72.8,DY-MobileNetV2 ×0.75 model in \'Dynamic Convolution: Attention over Convolution Kernels\'
800,2019-12-07,https://identifiers.org/ito:ITO_ixbJtmEChKtu63snG,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,64.9,DY-MobileNetV2 ×0.35 model in \'Dynamic Convolution: Attention over Convolution Kernels\'
808,2015-12-10,https://identifiers.org/ito:ITO_ixbkDGibaMDFS8fJi,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,77.15,ResNet-50 model in \'Deep Residual Learning for Image Recognition\'
816,2020-03-18,https://identifiers.org/ito:ITO_ixdNeSdDLpmZoZglH,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,82.6,FixEfficientNet-B1 model in \'Fixing the train-test resolution discrepancy: FixEfficientNet\'
824,2021-02-17,https://identifiers.org/ito:ITO_ixGhHjnpr05HA6dac,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,80.9,"CentroidViT-S  (arXiv, 2021-02) model in \'Centroid Transformers: Learning to Abstract with Attention\'"
832,2021-03-29,https://identifiers.org/ito:ITO_ixihjJbzsJeZOt07c,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,82,ViL-Small model in \'Multi-Scale Vision Longformer: A New Vision Transformer for High-Resolution Image Encoding\'
840,2021-05-07,https://identifiers.org/ito:ITO_ixsbkp1sfsu2fzbbf,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,79.4,ResMLP-24 model in \'ResMLP: Feedforward networks for image classification with data-efficient training\'
848,2015-12-10,https://identifiers.org/ito:ITO_ixUg1K7rkxKibwriM,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,78.57,ResNet-152 (60M) model in \'Deep Residual Learning for Image Recognition\'
856,2021-05-05,https://identifiers.org/ito:ITO_ixX56qiMwxBXdBYdf,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,81.7,T2T-ViT-14 model in \'Beyond Self-attention: External Attention using Two Linear Layers for Visual Tasks\'
864,2017-07-06,https://identifiers.org/ito:ITO_ixY9viZO6MyAGvBNO,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,81.28,"DPN-98 (320x320, Mean-Max Pooling) model in \'Dual Path Networks\'"
872,2021-04-01,https://identifiers.org/ito:ITO_ixyvyYc0yOaYEbHeO,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,83.9,EfficientNetV2-S model in \'EfficientNetV2: Smaller Models and Faster Training\'
880,2020-11-30,https://identifiers.org/ito:ITO_iy07w8SlznoF7Zutc,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,83.34,"SE-ResNeXt-101, 64x4d, S=2(416px) model in \'Towards Better Accuracy-efficiency Trade-offs: Divide and Co-training\'"
888,2019-05-28,https://identifiers.org/ito:ITO_iyjGb0YvPI0DS2QKQ,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,79.8,EfficientNet-B2 model in \'EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks\'
896,2021-03-29,https://identifiers.org/ito:ITO_i0C8PKCVJHUnmKVwF,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,83.2,ViL-Base-D model in \'Multi-Scale Vision Longformer: A New Vision Transformer for High-Resolution Image Encoding\'
904,2016-05-23,https://identifiers.org/ito:ITO_i0MjFVixcyhqlJUNP,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,78.1,WRN-50-2-bottleneck model in \'Wide Residual Networks\'
912,2019-12-07,https://identifiers.org/ito:ITO_i0OhbcCBncg8mFJ4N,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,72.7,DY-ResNet-18 model in \'Dynamic Convolution: Attention over Convolution Kernels\'
920,2021-05-17,https://identifiers.org/ito:ITO_i0qHllCZI5QADRrH9,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,81.9,RVT-S* model in \'Towards Robust Vision Transformer\'
928,2019-08-12,https://identifiers.org/ito:ITO_iylQM6Iq8Gl4SJeiR,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,78.15,ResNet-50 (LIP Bottleneck-256) model in \'LIP: Local Importance-based Pooling\'
936,2021-04-02,https://identifiers.org/ito:ITO_iyOexgYYbaWiiCoiR,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,80,LeViT-192 model in \'LeViT: a Vision Transformer in ConvNet\'s Clothing for Faster Inference\'
944,2020-11-03,https://identifiers.org/ito:ITO_iysLzOzUPwyCp1PxY,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,76.71,"Perona Malik (Perona and Malik, 1990) model in \'Learning Visual Representations for Transfer Learning by Suppressing Texture\'"
952,2020-11-25,https://identifiers.org/ito:ITO_iz0KPy6Rvj3dfTtpb,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,70.09,"ResNet-18 (SSKD w/ ResNet-34 teacher) model in \'torchdistill: A Modular, Configuration-Driven Framework for Knowledge Distillation\'"
960,2021-05-17,https://identifiers.org/ito:ITO_i0TCObDalpeCUKMOg,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,81.6,gMLP-B model in \'Pay Attention to MLPs\'
968,2021-03-31,https://identifiers.org/ito:ITO_i0Uv0kW3mWhPywGa5,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,86.5,CaiT-M-48-448 model in \'Going deeper with Image Transformers\'
976,2020-03-25,https://identifiers.org/ito:ITO_i0VKzGDaRnpPvjIZs,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,85.5,KDforAA (EfficientNet-B7) model in \'Circumventing Outliers of AutoAugment with Knowledge Distillation\'
984,2021-01-27,https://identifiers.org/ito:ITO_i19dkgfSucwWOQXjI,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,81.7,BoTNet T3 model in \'Bottleneck Transformers for Visual Recognition\'
992,2019-05-13,https://identifiers.org/ito:ITO_i1IPFRBHYmwpUvj0U,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,80.53,ResNeXt-101 (CutMix) model in \'CutMix: Regularization Strategy to Train Strong Classifiers with Localizable Features\'
1000,2019-12-07,https://identifiers.org/ito:ITO_i1n99Du5e9FSuNHs2,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,67.7,DY-ResNet-10 model in \'Dynamic Convolution: Attention over Convolution Kernels\'
1008,2021-05-07,https://identifiers.org/ito:ITO_i1P1RVJyPfefN8Fwp,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,80.8,ResMLP-S24 model in \'ResMLP: Feedforward networks for image classification with data-efficient training\'
1016,2020-03-23,https://identifiers.org/ito:ITO_i1rxxYopKXWVW2bH4,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,90,Meta Pseudo Labels (EfficientNet-B6-Wide) model in \'Meta Pseudo Labels\'
1024,2021-03-22,https://identifiers.org/ito:ITO_i28gGgpkvgfzLFn7H,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,83.3,CeiT-S (384 finetune res) model in \'Incorporating Convolution Designs into Visual Transformers\'
1032,2020-03-25,https://identifiers.org/ito:ITO_i28JUY1vJmGYOpXSf,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,76.8,GreedyNAS-B model in \'GreedyNAS: Towards Fast One-Shot NAS with Greedy Supernet\'
1040,2021-02-11,https://identifiers.org/ito:ITO_i2GOmnyOjA0GtKyEX,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,85.7,NFNet-F3 model in \'High-Performance Large-Scale Image Recognition Without Normalization\'
1048,2020-03-23,https://identifiers.org/ito:ITO_i2P10iIAgRBFQYwCI,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,83.2,ResNet-50 model in \'Meta Pseudo Labels\'
1056,2020-03-18,https://identifiers.org/ito:ITO_i2b8U1tQap08qRFy2,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,80.2,FixEfficientNet-B0 model in \'Fixing the train-test resolution discrepancy: FixEfficientNet\'
1064,2019-03-15,https://identifiers.org/ito:ITO_iz1FjRH2AtxueWoF6,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,79.81,SKNet-101 model in \'Selective Kernel Networks\'
1072,2019-05-28,https://identifiers.org/ito:ITO_iz8tWGGrTgJ1RrLup,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,84,EfficientNet-B6 model in \'EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks\'
1080,2021-01-05,https://identifiers.org/ito:ITO_i2jG4pHpX9eLgCFDS,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,80.3,ResNet-50+AutoDropout+RandAugment model in \'AutoDropout: Learning Dropout Patterns to Regularize Deep Networks\'
1088,2017-07-06,https://identifiers.org/ito:ITO_i2s78HoNgzrUL1yDV,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,79.95,DPN-98 (224x224) model in \'Dual Path Networks\'
1096,2020-11-25,https://identifiers.org/ito:ITO_i2v3abEliLNR2ve6V,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,71.08,"ResNet-18 (L2 w/ ResNet-34 teacher) model in \'torchdistill: A Modular, Configuration-Driven Framework for Knowledge Distillation\'"
1104,2021-03-29,https://identifiers.org/ito:ITO_i2XRcxHuUCsDQooie,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,83.3,CvT-21 (384 res) model in \'CvT: Introducing Convolutions to Vision Transformers\'
1112,2021-06-09,https://identifiers.org/ito:ITO_i2Zoc82tgjqoQkJyP,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,87.9,"Conv+TFM (CoAtNet-3, ImageNet-21k pretrain) model in \'CoAtNet: Marrying Convolution and Attention for All Data Sizes\'"
1120,2021-01-28,https://identifiers.org/ito:ITO_i3ed9RYSdGujdO4qH,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,81.9,T2T-ViT-19 model in \'Tokens-to-Token ViT: Training Vision Transformers from Scratch on ImageNet\'
1128,2019-08-12,https://identifiers.org/ito:ITO_i3GRvK2tzY7K4ddbv,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,79.33,LIP-ResNet-101 model in \'LIP: Local Importance-based Pooling\'
1136,2019-10-08,https://identifiers.org/ito:ITO_i3REL2CBxJKuRCDml,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,77.48,ECA-Net (ResNet-50) model in \'ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks\'
1144,2020-03-18,https://identifiers.org/ito:ITO_izCXJo9wlJ65AZIqK,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,86.7,FixEfficientNet-B6 model in \'Fixing the train-test resolution discrepancy: FixEfficientNet\'
1152,2020-06-20,https://identifiers.org/ito:ITO_izHMQn6xp5Yuxi5io,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,77.17,Prodpoly model in \'Deep Polynomial Neural Networks\'
1160,2021-05-19,https://identifiers.org/ito:ITO_izKH3q3CSb4szu8ba,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,68.6,Heteroscedastic (InceptionResNet-v2) model in \'Correlated Input-Dependent Label Noise in Large-Scale Image Classification\'
1168,2019-02-01,https://identifiers.org/ito:ITO_izNSKYDOLSY4rLKjo,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,82.35,ColorNet model in \'ColorNet: Investigating the importance of color spaces for image classification\'
1176,2016-03-16,https://identifiers.org/ito:ITO_izsEKRLhD0FudGmPh,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,79.9,ResNet-200 model in \'Identity Mappings in Deep Residual Networks\'
1184,2013-12-21,https://identifiers.org/ito:ITO_i6OcYqIdn4vlAhnju,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,66.04,"OverFeat - 7 accurate models model in \'OverFeat: Integrated Recognition, Localization and Detection using Convolutional Networks\'"
1192,2018-12-02,https://identifiers.org/ito:ITO_i6rFYMEw1y7o6Ka2u,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,74.6,Proxyless model in \'ProxylessNAS: Direct Neural Architecture Search on Target Task and Hardware\'
1200,2019-08-23,https://identifiers.org/ito:ITO_i7fu3DMAEOMWFltPn,https://identifiers.org/ito:ITO_37207,ImageNet - Image Classification benchmarking,https://identifiers.org/ito:ITO_04857,Top 1 Accuracy,79.8,CSPResNeXt-50 + Mish model in \'Mish: A Self Regularized Non-Monotonic Activation Function\'
