benchmark_parent_label,first_date,n_variant,n_row_sum,n_row_min,n_row_max,n_row_mean,n_unique_paper_sum,n_paper_min,n_paper_max,n_paper_mean,n_tasks,tasks,url
MovieQA,2017-09-27,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Video Story QA'},https://paperswithcode.com/dataset/movieqa
CASI University of Houston,2020-11-11,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Hyperspectral Image Classification'},
SEED,2019-07-18,2,2,1,1,1.0,2,1.0,1.0,1.0,1,{'Emotion Recognition'},https://paperswithcode.com/dataset/seed-1
SCUT-FBP,2018-01-19,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Facial Beauty Prediction'},
CAFR,2015-11-09,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Age-Invariant Face Recognition'},
CACD,2019-01-20,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Age Estimation'},https://paperswithcode.com/dataset/cacd
Brown Dataset,2019-09-19,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Patch Matching'},
Brain MRI segmentation,2019-06-09,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Brain Image Segmentation'},
VRD,2016-07-31,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Scene Graph Generation'},https://paperswithcode.com/dataset/vrd
SAT-6,2015-09-11,1,3,3,3,3.0,2,2.0,2.0,2.0,1,{'Satellite Image Classification'},
anime-to-selfie,2019-07-25,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Image-to-Image Translation'},
Barrett’s Esophagus,2017-03-03,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Medical Object Detection'},
Object Discovery,2019-04-05,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Single-object discovery'},https://paperswithcode.com/dataset/object-discovery
cartpole.swingup,2021-04-13,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Continuous Control'},
cat2dog,2019-07-25,1,5,5,5,5.0,2,2.0,2.0,2.0,1,{'Image-to-Image Translation'},
cheetah.run,2021-04-13,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Continuous Control'},
BUS 2017 Dataset B,2018-10-18,1,4,4,4,4.0,2,2.0,2.0,2.0,1,{'Lesion Segmentation'},
Noisy Bangla Characters,2018-06-21,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Document Image Classification'},
Noisy Bangla Numeral,2018-06-21,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Document Image Classification'},
BSDS500,2019-04-30,7,8,1,2,1.1428571428571428,2,1.0,1.0,1.0,3,"{'Image Compression', 'JPEG Artifact Correction', 'Edge Detection'}",https://paperswithcode.com/dataset/bsds500
Nurse Care Activity Recognition Challenge,2019-09-09,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Multimodal Activity Recognition'},
OCCLUSION,2017-11-24,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'6D Pose Estimation using RGB'},
RegDB,2020-08-14,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Cross-Modal  Person Re-Identification'},https://paperswithcode.com/dataset/regdb
coil-40,2018-06-01,1,3,3,3,3.0,2,2.0,2.0,2.0,1,{'Image Clustering'},
BIRD,2020-07-07,1,3,3,3,3.0,2,2.0,2.0,2.0,1,{'Fine-Grained Image Classification'},https://paperswithcode.com/dataset/bird
OU-MVLP,2018-11-15,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Multiview Gait Recognition'},
OVIS,2021-02-02,1,3,3,3,3.0,2,2.0,2.0,2.0,1,{'Video Instance Segmentation'},https://paperswithcode.com/dataset/ovis
VeRi,2020-07-08,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Vehicle Re-Identification'},
QMNIST,2020-02-19,1,2,2,2,2.0,2,2.0,2.0,2.0,2,"{'Image Classification', 'Fine-Grained Image Classification'}",https://paperswithcode.com/dataset/qmnist
VOT2019,2019-07-08,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Visual Object Tracking'},https://paperswithcode.com/dataset/vot2019
Static Facial Expressions in the Wild,2016-10-07,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Facial Expression Recognition'},
Google Objectron,2020-03-07,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Monocular 3D Object Detection'},
Kinetics-600,2019-07-15,3,4,1,2,1.3333333333333333,2,1.0,2.0,1.3333333333333333,2,"{'Video Prediction', 'Video Generation'}",https://paperswithcode.com/dataset/kinetics-600
ImageNet-50,2020-05-25,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Image Clustering'},
UND-X1,2016-01-20,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Face Recognition'},
Set8 sigma50,2019-06-04,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Video Denoising'},
Set8 sigma40,2019-06-04,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Video Denoising'},
Set8 sigma30,2019-06-04,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Video Denoising'},
ImageNet-32,2017-03-10,1,4,4,4,4.0,2,2.0,2.0,2.0,1,{'Image Compression'},https://paperswithcode.com/dataset/imagenet-32
Sydney Urban Objects,2016-04-12,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'3D Point Cloud Classification'},https://paperswithcode.com/dataset/sydney-urban-objects
Set8 sigma20,2019-06-04,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Video Denoising'},
Set8 sigma10,2019-06-04,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Video Denoising'},
ImageNet-200,2020-05-25,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Image Clustering'},
ETH (trained on 3DMatch),2020-09-01,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Point Cloud Registration'},
DeepMind Control Suite,2018-11-12,3,6,2,2,2.0,2,2.0,2.0,2.0,1,{'Continuous Control'},https://paperswithcode.com/dataset/deepmind-control-suite
HowTo100M,2020-05-01,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Video Question Answering'},https://paperswithcode.com/dataset/howto100m
TVR,2020-01-24,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Video Retrieval'},https://paperswithcode.com/dataset/tvr
KvasirCapsule-SEG,2019-11-16,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Medical Image Segmentation'},https://paperswithcode.com/dataset/kvasircapsule-seg
Tai-Chi-HD,2020-02-29,3,5,1,2,1.6666666666666667,2,1.0,1.0,1.0,1,{'Video Reconstruction'},https://paperswithcode.com/dataset/tai-chi-hd
Expressive hands and faces dataset (EHF).,2018-04-16,1,2,2,2,2.0,2,2.0,2.0,2.0,2,"{'3D Human Reconstruction', 'Multimodal Emotion Recognition'}",
Kaggle EyePACS,2019-06-06,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Diabetic Retinopathy Grading'},https://paperswithcode.com/dataset/kaggle-eyepacs
KITTI (trained on 3DMatch),2020-09-01,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Point Cloud Registration'},
EM,2019-12-11,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Medical Image Segmentation'},
ICVL-4,2018-01-23,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Action Recognition'},
ECPE-FanSplit,2020-07-01,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Emotion-Cause Pair Extraction'},
SkyScapes-Lane,2014-11-14,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Semantic Segmentation'},
DukeTracklet,2018-09-08,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Person Re-Identification'},
Gibson PointGoal Navigation,2019-04-02,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'PointGoal Navigation'},
SunYs,2018-05-04,1,3,3,3,3.0,2,2.0,2.0,2.0,1,{'Pulmonary Artery–Vein Classification'},https://paperswithcode.com/dataset/sunys
Fruits-360,2020-07-07,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Fine-Grained Image Classification'},
UFPR-AMR,2019-02-25,1,5,5,5,5.0,2,2.0,2.0,2.0,1,{'Meter Reading'},https://paperswithcode.com/dataset/ufpr-amr-dataset
Sprites,2020-01-08,2,3,1,2,1.5,2,1.0,2.0,1.5,2,"{'Imputation', 'Video Prediction'}",https://paperswithcode.com/dataset/sprites
FotW Gender,2016-12-19,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Gender Prediction'},
IBUG,2018-09-01,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Face Alignment'},
Sim10k,2018-12-12,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Unsupervised Domain Adaptation'},https://paperswithcode.com/dataset/sim10k
IRD,2018-01-23,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Action Recognition'},
UFPR-ALPR,2018-02-26,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'License Plate Recognition'},https://paperswithcode.com/dataset/ufpr-alpr
Exact Street2Shop,2020-03-09,1,3,3,3,3.0,2,2.0,2.0,2.0,1,{'Image Retrieval'},https://paperswithcode.com/dataset/exact-street2shop
LEVIR-CD,2020-05-22,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Building change detection for remote sensing images'},https://paperswithcode.com/dataset/levir-cd
Gaze360,2019-10-22,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Gaze Estimation'},https://paperswithcode.com/dataset/gaze360
Scan2CAD,2016-03-27,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'3D Reconstruction'},https://paperswithcode.com/dataset/scan2cad
UA-DETRAC,2020-02-13,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Object Detection'},https://paperswithcode.com/dataset/ua-detrac
VOC_all,2019-04-05,1,6,6,6,6.0,2,2.0,2.0,2.0,3,"{'Multi-object discovery', 'Single-object discovery', 'Multi-object colocalization'}",
DIV2K val,2019-07-22,1,3,3,3,3.0,2,2.0,2.0,2.0,3,"{'16x upscaling - Image Super-Resolution', '4x upscaling - Image Super-Resolution', '2x upscaling - Image Super-Resolution'}",
VOC_6x2,2019-04-05,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Single-object discovery'},
FLIC,2016-01-30,2,4,2,2,2.0,2,2.0,2.0,2.0,1,{'Pose Estimation'},https://paperswithcode.com/dataset/flic
SceneNN,2019-04-01,1,3,3,3,3.0,2,2.0,2.0,2.0,1,{'3D Instance Segmentation'},https://paperswithcode.com/dataset/scenenn
MAFA,2017-09-15,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Occluded Face Detection'},
Habitat 2020 Point Nav test-std,2020-08-21,1,10,10,10,10.0,2,2.0,2.0,2.0,1,{'Robot Navigation'},
Habitat 2020 Object Nav test-std,2019-11-01,1,13,13,13,13.0,2,2.0,2.0,2.0,1,{'Robot Navigation'},
IconArt,2018-10-05,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Weakly Supervised Object Detection'},https://paperswithcode.com/dataset/iconart
HCI,2019-11-25,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Historical Color Image Dating'},
HANDS 2019,2020-01-03,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Hand Pose Estimation'},
TCIA Pancreas-CT,2017-01-31,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'3D Medical Imaging Segmentation'},
Comic2k,2018-03-30,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Weakly Supervised Object Detection'},https://paperswithcode.com/dataset/comic2k
LUMC,2018-05-04,1,3,3,3,3.0,2,2.0,2.0,2.0,1,{'Pulmonary Artery–Vein Classification'},
HAR,2019-08-16,1,2,2,2,2.0,2,2.0,2.0,2.0,2,"{'Image Clustering', 'Recognizing And Localizing Human Actions'}",https://paperswithcode.com/dataset/har
VATEX,2020-02-26,1,2,2,2,2.0,2,2.0,2.0,2.0,2,"{'Video Retrieval', 'Video Captioning'}",https://paperswithcode.com/dataset/vatex
T-LESS,2019-02-04,1,3,3,3,3.0,2,2.0,2.0,2.0,2,"{'6D Pose Estimation using RGB', '6D Pose Estimation using RGBD'}",https://paperswithcode.com/dataset/t-less
Ultra Video Group HD,2014-12-31,1,3,3,3,3.0,2,2.0,2.0,2.0,1,{'4x upscaling - Video Super-Resolution'},
ImageNet (1-shot),2018-04-25,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Few-Shot Image Classification'},
DHF1K,2019-08-15,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Video Saliency Detection'},https://paperswithcode.com/dataset/dhf1k
UTKFace,2019-01-20,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Age Estimation'},https://paperswithcode.com/dataset/utkface
FMD,2020-06-23,1,2,2,2,2.0,2,2.0,2.0,2.0,2,"{'Image Denoising', 'intensity image denoising'}",https://paperswithcode.com/dataset/fmd
DISFA,2016-01-30,1,2,2,2,2.0,2,2.0,2.0,2.0,2,"{'Facial Expression Recognition', 'Smile Recognition'}",https://paperswithcode.com/dataset/disfa
ImageNet VIPriors subset,2020-07-15,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Object Classification'},https://paperswithcode.com/dataset/imagenet-vipriors-subset
LIDC-IDRI,2019-08-19,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Lung Nodule Segmentation'},https://paperswithcode.com/dataset/lidc-idri
TDIUC,2019-02-25,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Visual Question Answering'},https://paperswithcode.com/dataset/tdiuc
VOID,2019-05-15,1,2,2,2,2.0,2,2.0,2.0,2.0,1,{'Depth Completion'},https://paperswithcode.com/dataset/void
StreetView,2019-08-08,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Inpainting'},
Red MiniImageNet 20% label noise,2021-04-30,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Classification'},
TempleColor128,2020-09-19,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Visual Object Tracking'},
Rebar Head,2019-04-30,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Head Detection'},
Tejani,2017-11-27,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'6D Pose Estimation using RGBD'},
manipulator.insert_ball,2021-04-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
manipulator.insert_peg,2021-04-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
mini-ImageNet,2019-08-14,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'100-Way - Few-Shot Image Classification'},
Street Scene,2019-10-28,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Video-to-Video Synthesis'},https://paperswithcode.com/dataset/street-scene
"Reacher, easy (DMControl500k)",2020-04-08,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
TerraIncognita,2021-02-17,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Domain Generalization'},https://paperswithcode.com/dataset/terraincognita
Town05 Long,2021-04-19,1,2,2,2,2.0,1,1.0,1.0,1.0,1,{'Autonomous Driving'},
iCoSeg,2020-06-01,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Co-Salient Object Detection'},
iCassava'19,2020-07-30,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Classification'},
"Reacher, easy (DMControl100k)",2020-04-08,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
finger.spin,2021-04-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
iBugMask,2021-02-04,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Face Parsing'},https://paperswithcode.com/dataset/ibugmask
humanoid.run,2021-04-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
finger.turn_easy,2021-04-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
Tobacco-3482,2021-06-25,1,8,8,8,8.0,1,1.0,1.0,1.0,1,{'Document Image Classification'},
Tokyo247,2021-03-02,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Visual Place Recognition'},
RealEstate10K,2021-04-15,1,2,2,2,2.0,1,1.0,1.0,1.0,1,{'Novel View Synthesis'},https://paperswithcode.com/dataset/realestate10k
fish.swim,2021-04-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
hopper.hop,2021-04-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
hopper.stand,2021-04-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
portrait2photo,2019-07-25,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image-to-Image Translation'},
RT-GENE,2018-09-01,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Gaze Estimation'},https://paperswithcode.com/dataset/rt-gene
T1-weighted MRI,2019-02-25,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Brain Image Segmentation'},
ssTEM,2020-06-01,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Interactive Segmentation'},https://paperswithcode.com/dataset/sstem
TSU,2021-01-05,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Action Detection'},https://paperswithcode.com/dataset/tsu
Synth Objects-to-LINEMOD,2016-08-22,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Domain Adaptation'},
TRECVID,2019-11-10,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Camera shot boundary detection'},https://paperswithcode.com/dataset/trecvid
"ultracold fermions Technion system, pixelfly",2020-03-03,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Denoising'},
TREC-NEWS,2021-05-15,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Out-of-Distribution Detection'},
walker.run,2021-04-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
RELLIS-3D,2020-11-17,1,4,4,4,4.0,1,1.0,1.0,1.0,2,"{'Semantic Segmentation', '3D Semantic Segmentation'}",https://paperswithcode.com/dataset/rellis-3d
TAO,2021-01-20,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Multi-Object Tracking'},https://paperswithcode.com/dataset/tao
Taskonomy,2020-06-01,1,2,2,2,2.0,1,1.0,1.0,1.0,2,"{'Depth Estimation', 'Surface Normals Estimation'}",https://paperswithcode.com/dataset/taskonomy
TCD-TIMIT corpus (mixed-speech),2020-05-17,1,2,2,2,2.0,1,1.0,1.0,1.0,2,"{'Speaker-Specific Lip to Speech Synthesis', 'Lip Reading'}",
RECCON,2020-12-22,1,4,4,4,4.0,1,1.0,1.0,1.0,2,"{'Causal Emotion Entailment', 'Recognizing Emotion Cause in Conversations'}",https://paperswithcode.com/dataset/reccon
TCG,2020-07-31,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Skeleton Based Action Recognition'},https://paperswithcode.com/dataset/tcg
REAL275,2019-01-09,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'6D Pose Estimation using RGBD'},
RASTA,2017-12-21,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Artistic style classification'},
warpPIE10P,2020-11-20,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image/Document Clustering'},https://paperswithcode.com/dataset/warppie10p
TED-talks,2021-04-22,1,2,2,2,2.0,1,1.0,1.0,1.0,1,{'Video Reconstruction'},https://paperswithcode.com/dataset/ted-talks
xView,2018-02-22,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'2D Object Detection'},https://paperswithcode.com/dataset/xview
selfie2anime,2021-06-11,1,4,4,4,4.0,1,1.0,1.0,1.0,1,{'Image-to-Image Translation'},https://paperswithcode.com/dataset/selfie2anime
Swimmer + Maze,2016-04-22,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
Swimmer,2016-04-22,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
sceneflow,2018-07-24,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Stereo Depth Estimation'},
RT-BENE,2019-10-27,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Blink estimation'},
RParis (Medium),2020-04-03,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Retrieval'},
RParis (Hard),2020-04-03,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Retrieval'},
mtrl-auto-uav,2019-07-18,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Autonomous Flight (Dense Forest)'},
TallyQA,2018-10-29,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Visual Question Answering'},https://paperswithcode.com/dataset/tallyqa
Sun80,2019-03-03,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'4x upscaling - Image Super-Resolution'},
pendulum.swingup,2021-04-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
ROxford (Medium),2020-04-03,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Retrieval'},
Surrey ASL,2020-07-30,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Classification'},
photo2portrait,2019-07-25,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image-to-Image Translation'},
Swedish traffic-sign dataset (STSD),2019-04-01,1,2,2,2,2.0,1,1.0,1.0,1.0,1,{'Traffic Sign Recognition'},
pixraw10P,2020-11-20,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image/Document Clustering'},https://paperswithcode.com/dataset/pixraw10p
ROxford (Hard),2020-04-03,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Retrieval'},
quadruped.run,2021-04-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
quadruped.walk,2021-04-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
reacher.easy,2021-04-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
reacher.hard,2021-04-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
Red MiniImageNet 40% label noise,2021-04-30,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Classification'},
Replay-Mobile,2019-07-09,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Face Anti-Spoofing'},https://paperswithcode.com/dataset/replay-mobile-1
Red MiniImageNet 60% label noise,2021-04-30,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Classification'},
Set11,2020-10-14,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Compressive Sensing'},https://paperswithcode.com/dataset/set11
WIT,2021-03-02,1,2,2,2,2.0,1,1.0,1.0,1.0,1,{'Text-Image Retrieval'},https://paperswithcode.com/dataset/wit
UT Multi-view,2018-09-01,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Gaze Estimation'},
SSBD,2019-11-11,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Action Recognition'},
USR-248,2019-09-20,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'4x upscaling - Image Super-Resolution'},
USB,2021-03-25,1,8,8,8,8.0,1,1.0,1.0,1.0,1,{'Object Detection'},https://paperswithcode.com/dataset/usb
SPMCS,2020-08-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'4x upscaling - Video Super-Resolution'},
"Walker, walk (DMControl100k)",2020-04-08,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
"Walker, walk (DMControl500k)",2020-04-08,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
UIEB,2020-09-21,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Single Image Dehazing'},https://paperswithcode.com/dataset/uieb
UI-PRMD,2019-01-29,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Action Quality Assessment'},https://paperswithcode.com/dataset/ui-prmd
UHDB31,2020-11-24,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Face Recognition'},
WildDash,2021-07-13,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Domain Generalization'},https://paperswithcode.com/dataset/wilddash
Win-Fail Action Understanding,2021-02-15,1,2,2,2,2.0,1,1.0,1.0,1.0,2,"{'Action Understanding', 'Action Recognition'}",https://paperswithcode.com/dataset/win-fail-action-understanding
Wine,2020-11-20,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image/Document Clustering'},https://paperswithcode.com/dataset/wine
Wizard of Wikipedia,2020-10-02,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Visual Dialog'},https://paperswithcode.com/dataset/wizard-of-wikipedia
ShapeStacks,2021-04-20,1,7,7,7,7.0,1,1.0,1.0,1.0,2,"{'Unsupervised Object Segmentation', 'Image Generation'}",https://paperswithcode.com/dataset/shapestacks
Shelf&Tote Training Dataset,2021-04-20,1,4,4,4,4.0,1,1.0,1.0,1.0,1,{'Unsupervised Object Segmentation'},https://paperswithcode.com/dataset/shelf-tote-training-dataset
UFPR-ADMR-v1,2020-05-06,1,11,11,11,11.0,1,1.0,1.0,1.0,1,{'Meter Reading'},https://paperswithcode.com/dataset/ufpr-admr-v1-dataset
Shoes,2017-09-11,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Sketch-Based Image Retrieval'},
WISDOM,2018-09-16,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Unseen Object Instance Segmentation'},https://paperswithcode.com/dataset/wisdom
UT-Interaction,2019-10-11,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Human Interaction Recognition'},https://paperswithcode.com/dataset/ut-interaction
Simple Humanoid,2016-04-22,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Continuous Control'},
Udacity,2018-11-07,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Steering Control'},https://paperswithcode.com/dataset/udacity
VeRi-Wild Medium,2021-02-07,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Vehicle Re-Identification'},
VeRi-Wild Small,2021-02-07,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Vehicle Re-Identification'},
VOT2018,2020-06-18,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Visual Object Tracking'},https://paperswithcode.com/dataset/vot2018
SUN397,2021-04-29,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Fine-Grained Image Classification'},https://paperswithcode.com/dataset/sun397
SUN360,2016-11-19,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Outdoor Light Source Estimation'},https://paperswithcode.com/dataset/sun360
SUN-Mem,2020-01-28,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Pose Prediction'},
Video recordings of fingertip under mobile phone fla,2011-07-29,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'SpO2 estimation'},
Virtual KITTI,2020-06-07,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Monocular 3D Object Detection'},https://paperswithcode.com/dataset/virtual-kitti
VisNir,2021-03-20,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Multimodal Patch Matching'},
Satellite-Buildings 256 x 256,2020-11-27,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Generation'},
Satellite-Landscapes 256 x 256,2020-11-27,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Image Generation'},
Scene-15,2021-03-01,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Partially View-aligned Multi-view Learning'},
STATS SportVu NBA [DEF],2020-05-26,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Trajectory Prediction'},
SegEM,2017-09-09,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Brain Image Segmentation'},
STATS SportVu NBA [ATK],2020-05-26,1,1,1,1,1.0,1,1.0,1.0,1.0,1,{'Trajectory Prediction'},
