dataset_label,paper,paper_label
SHREC 2017,https://identifiers.org/ito:ITO_19754,An Efficient PointLSTM for Point Clouds Based Gesture Recognition
MGB,https://identifiers.org/ito:ITO_10983,Deep Fisher Discriminant Learning for Mobile Hand Gesture Recognition
Cambridge,https://identifiers.org/ito:ITO_11025,Spatio-Temporal Covariance Descriptors for Action and Gesture Recognition
Cambridge,https://identifiers.org/ito:ITO_11005,Fast and Robust Dynamic Hand Gesture Recognition via Key Frames Extraction and Feature Fusion
DHG-28,https://identifiers.org/ito:ITO_43844,Motion Feature Augmented Recurrent Neural Network for Skeleton-based Dynamic Hand Gesture Recognition
DHG-28,https://identifiers.org/ito:ITO_43837,Deep Learning for Hand Gesture Recognition on Skeletal Data
DHG-28,https://identifiers.org/ito:ITO_10977,Construct Dynamic Graphs for Hand Gesture Recognition via Spatial-Temporal Attention
ChaLean test,https://identifiers.org/ito:ITO_10992,Motion Fused Frames: Data Level Fusion Strategy for Hand Gesture Recognition
Northwestern University,https://identifiers.org/ito:ITO_11005,Fast and Robust Dynamic Hand Gesture Recognition via Key Frames Extraction and Feature Fusion
Jester val,https://identifiers.org/ito:ITO_10992,Motion Fused Frames: Data Level Fusion Strategy for Hand Gesture Recognition
NVGesture,https://identifiers.org/ito:ITO_10992,Motion Fused Frames: Data Level Fusion Strategy for Hand Gesture Recognition
NVGesture,https://identifiers.org/ito:ITO_10999,Improving the Performance of Unimodal Dynamic Hand-Gesture Recognition with Multimodal Training
NVGesture,https://identifiers.org/ito:ITO_19754,An Efficient PointLSTM for Point Clouds Based Gesture Recognition
MSRC-12,https://identifiers.org/ito:ITO_19787,Subspace Clustering for Action Recognition with Covariance Representations and Temporal Pruning
UWA3D,https://identifiers.org/ito:ITO_06845,View invariant human action recognition using histograms of 3D joints
UWA3D,https://identifiers.org/ito:ITO_06788,Enhanced skeleton visualization for view invariant human action recognition
UWA3D,https://identifiers.org/ito:ITO_06698,View Adaptive Neural Networks for High Performance Skeleton-based Human Action Recognition
J-HMDB,https://identifiers.org/ito:ITO_06880,Finding Action Tubes
J-HMDB,https://identifiers.org/ito:ITO_06875,Multi-region two-stream R-CNN for action detection
J-HMDB,https://identifiers.org/ito:ITO_06873,"Chained Multi-stream Networks Exploiting Pose, Motion, and Appearance for Action Classification and Detection"
J-HMDB,https://identifiers.org/ito:ITO_06561,"Quo Vadis, Action Recognition? A New Model and the Kinetics Dataset"
J-HMDB,https://identifiers.org/ito:ITO_06578,PoTion: Pose MoTion Representation for Action Recognition
J-HMDB,https://identifiers.org/ito:ITO_06852,"Make Skeleton-based Action Recognition Model Smaller, Faster and Better"
MSR Action3D,https://identifiers.org/ito:ITO_06713,Bayesian Hierarchical Dynamic Model for Human Action Recognition
MSR Action3D,https://identifiers.org/ito:ITO_19787,Subspace Clustering for Action Recognition with Covariance Representations and Temporal Pruning
PKU-MMD,https://identifiers.org/ito:ITO_06772,Skeleton-based Action Recognition with Convolutional Neural Networks
PKU-MMD,https://identifiers.org/ito:ITO_06766,Co-occurrence Feature Learning from Skeleton Data for Action Recognition and Detection with Hierarchical Aggregation
PKU-MMD,https://identifiers.org/ito:ITO_06764,Making the Invisible Visible: Action Recognition Through Walls and Occlusions
NTU RGB+D,https://identifiers.org/ito:ITO_06677,Human Action Recognition by Representing 3D Skeletons as Points in a Lie Group
NTU RGB+D,https://identifiers.org/ito:ITO_06825,Hierarchical recurrent neural network for skeleton based action recognition
NTU RGB+D,https://identifiers.org/ito:ITO_06636,NTU RGB+D: A Large Scale Dataset for 3D Human Activity Analysis
NTU RGB+D,https://identifiers.org/ito:ITO_06707,Spatio-Temporal LSTM with Trust Gates for 3D Human Action Recognition
NTU RGB+D,https://identifiers.org/ito:ITO_06811,An End-to-End Spatio-Temporal Attention Model for Human Action Recognition from Skeleton Data
NTU RGB+D,https://identifiers.org/ito:ITO_06786,View Adaptive Recurrent Neural Networks for High Performance Human Action Recognition from Skeleton Data
NTU RGB+D,https://identifiers.org/ito:ITO_06772,Skeleton-based Action Recognition with Convolutional Neural Networks
NTU RGB+D,https://identifiers.org/ito:ITO_06770,3D CNNs on Distance Matrices for Human Action Recognition
NTU RGB+D,https://identifiers.org/ito:ITO_05018,Spatial Temporal Graph Convolutional Networks for Skeleton-Based Action Recognition
NTU RGB+D,https://identifiers.org/ito:ITO_43862,PYSKL: Towards Good Practices for Skeleton Action Recognition
NTU RGB+D,https://identifiers.org/ito:ITO_06794,A New Representation of Skeleton Sequences for 3D Action Recognition
NTU RGB+D,https://identifiers.org/ito:ITO_06762,Skeleton based action recognition using translation-scale invariant image mapping and multi-scale deep cnn
NTU RGB+D,https://identifiers.org/ito:ITO_43860,Revisiting Skeleton-based Action Recognition
Varying-view RGB-D Action-Skeleton,https://identifiers.org/ito:ITO_06636,NTU RGB+D: A Large Scale Dataset for 3D Human Activity Analysis
Varying-view RGB-D Action-Skeleton,https://identifiers.org/ito:ITO_06667,Interpretable 3D Human Action Analysis with Temporal Convolutional Networks
Varying-view RGB-D Action-Skeleton,https://identifiers.org/ito:ITO_05018,Spatial Temporal Graph Convolutional Networks for Skeleton-Based Action Recognition
Varying-view RGB-D Action-Skeleton,https://identifiers.org/ito:ITO_06934,A Large-scale Varying-view RGB-D Action Dataset for Arbitrary-view Human Action Recognition
Varying-view RGB-D Action-Skeleton,https://identifiers.org/ito:ITO_06788,Enhanced skeleton visualization for view invariant human action recognition
Varying-view RGB-D Action-Skeleton,https://identifiers.org/ito:ITO_06937,Temporal Convolutional Networks for Action Segmentation and Detection
J-HMBD Early Action,https://identifiers.org/ito:ITO_06834,Graph Attention Networks
J-HMBD Early Action,https://identifiers.org/ito:ITO_06832,Relational Autoencoder for Feature Extraction
First-Person Hand Action Benchmark,https://identifiers.org/ito:ITO_43882,Domain and View-point Agnostic Hand Action Recognition
First-Person Hand Action Benchmark,https://identifiers.org/ito:ITO_43884,Efficient Multi-stream Temporal Learning and Post-fusion Strategy for 3D Skeleton-based Hand Activity Recognition
UAV-Human,https://identifiers.org/ito:ITO_05018,Spatial Temporal Graph Convolutional Networks for Skeleton-Based Action Recognition
UAV-Human,https://identifiers.org/ito:ITO_06655,Two-Stream Adaptive Graph Convolutional Networks for Skeleton-Based Action Recognition
UAV-Human,https://identifiers.org/ito:ITO_19831,Skeleton-Based Action Recognition With Shift Graph Convolutional Network
NTU60-X,https://identifiers.org/ito:ITO_43890,NTU-X: An Enhanced Large-scale Dataset for Improving Pose-based Recognition of Subtle Human Actions
Skeleton-Mimetics,https://identifiers.org/ito:ITO_19822,"Quo Vadis, Skeleton Action Recognition ?"
Gaming 3D (G3D),https://identifiers.org/ito:ITO_06675,Rolling Rotations for Recognizing Human Actions from 3D Skeletal Data
Gaming 3D (G3D),https://identifiers.org/ito:ITO_06840,Action Recognition Based on Joint Trajectory Maps with Convolutional Neural Networks
UT-Kinect,https://identifiers.org/ito:ITO_06677,Human Action Recognition by Representing 3D Skeletons as Points in a Lie Group
UT-Kinect,https://identifiers.org/ito:ITO_06719,Deep Progressive Reinforcement Learning for Skeleton-Based Action Recognition
UT-Kinect,https://identifiers.org/ito:ITO_19787,Subspace Clustering for Action Recognition with Covariance Representations and Temporal Pruning
Skeletics-152,https://identifiers.org/ito:ITO_19822,"Quo Vadis, Skeleton Action Recognition ?"
SHREC 2017 track on 3D Hand Gesture Recognition,https://identifiers.org/ito:ITO_06854,Spatial-Temporal Attention Res-TCN for Skeleton-Based Dynamic Hand Gesture Recognition
SHREC 2017 track on 3D Hand Gesture Recognition,https://identifiers.org/ito:ITO_06856,Motion feature augmented network for dynamic hand gesture recognition from skeletal data
TCG-dataset,https://identifiers.org/ito:ITO_19915,Traffic Control Gesture Recognition for Autonomous Vehicles
CAD-120,https://identifiers.org/ito:ITO_06628,Learning Human Activities and Object Affordances from RGB-D Videos
CAD-120,https://identifiers.org/ito:ITO_06626,Learning Spatio-Temporal Structure from RGB-D Videos for Human Activity Detection and Anticipation
CAD-120,https://identifiers.org/ito:ITO_06624,Neural Graph Matching Networks for Fewshot 3D Action Recognition
HDM05,https://identifiers.org/ito:ITO_19787,Subspace Clustering for Action Recognition with Covariance Representations and Temporal Pruning
Kinetics-Skeleton dataset,https://identifiers.org/ito:ITO_06653,Skeleton-Based Action Recognition with Synchronous Local and Non-local Spatio-temporal Learning and Frequency Attention
Kinetics-Skeleton dataset,https://identifiers.org/ito:ITO_06651,Skeleton-Based Action Recognition With Directed Graph Neural Networks
Kinetics-Skeleton dataset,https://identifiers.org/ito:ITO_06649,Learning Graph Convolutional Network for Skeleton-based Human Action Recognition by Neural Searching
Kinetics-Skeleton dataset,https://identifiers.org/ito:ITO_06644,Skeleton-Based Action Recognition with Multi-Stream Adaptive Graph Convolutional Networks
Kinetics-Skeleton dataset,https://identifiers.org/ito:ITO_19872,Temporal Extension Module for Skeleton-Based Action Recognition
Kinetics-Skeleton dataset,https://identifiers.org/ito:ITO_43860,Revisiting Skeleton-based Action Recognition
JHMDB Pose Tracking,https://identifiers.org/ito:ITO_06690,FlowNet 2.0: Evolution of Optical Flow Estimation with Deep Networks
JHMDB Pose Tracking,https://identifiers.org/ito:ITO_06686,Multigrid Predictive Filter Flow for Unsupervised Learning on Videos
JHMDB Pose Tracking,https://identifiers.org/ito:ITO_06688,Tracking Emerges by Colorizing Videos
NTU RGB+D 120,https://identifiers.org/ito:ITO_06636,NTU RGB+D: A Large Scale Dataset for 3D Human Activity Analysis
NTU RGB+D 120,https://identifiers.org/ito:ITO_06707,Spatio-Temporal LSTM with Trust Gates for 3D Human Action Recognition
NTU RGB+D 120,https://identifiers.org/ito:ITO_06794,A New Representation of Skeleton Sequences for 3D Action Recognition
NTU RGB+D 120,https://identifiers.org/ito:ITO_06917,Skeleton-Based Human Action Recognition with Global Context-Aware Attention LSTM Networks
NTU RGB+D 120,https://identifiers.org/ito:ITO_05018,Spatial Temporal Graph Convolutional Networks for Skeleton-Based Action Recognition
NTU RGB+D 120,https://identifiers.org/ito:ITO_19826,Disentangling and Unifying Graph Convolutions for Skeleton-Based Action Recognition
NTU RGB+D 120,https://identifiers.org/ito:ITO_19822,"Quo Vadis, Skeleton Action Recognition ?"
NTU RGB+D 120,https://identifiers.org/ito:ITO_19820,"Stronger, Faster and More Explainable: A Graph Convolutional Baseline for Skeleton-based Action Recognition"
NTU RGB+D 120,https://identifiers.org/ito:ITO_43870,Fusing Higher-Order Features in Graph Neural Networks for Skeleton-Based Action Recognition
NTU RGB+D 120,https://identifiers.org/ito:ITO_43867,Constructing Stronger and Faster Baselines for Skeleton-based Action Recognition
NTU RGB+D 120,https://identifiers.org/ito:ITO_43866,Channel-wise Topology Refinement Graph Convolution for Skeleton-Based Action Recognition
NTU RGB+D 120,https://identifiers.org/ito:ITO_06898,Skeleton-Based Action Recognition Using Spatio-Temporal LSTM Network with Trust Gates
NTU RGB+D 120,https://identifiers.org/ito:ITO_43860,Revisiting Skeleton-based Action Recognition
NTU RGB+D 120,https://identifiers.org/ito:ITO_43862,PYSKL: Towards Good Practices for Skeleton Action Recognition
UPenn Action,https://identifiers.org/ito:ITO_06713,Bayesian Hierarchical Dynamic Model for Human Action Recognition
UPenn Action,https://identifiers.org/ito:ITO_20019,View-Invariant Probabilistic Embedding for Human Pose
UPenn Action,https://identifiers.org/ito:ITO_43907,UNIK: A Unified Framework for Real-world Skeleton-based Action Recognition
SBU,https://identifiers.org/ito:ITO_06700,Convolutional Neural Networks on Graphs with Fast Localized Spectral Filtering
SBU,https://identifiers.org/ito:ITO_06694,On Geometric Features for Skeleton-Based Action Recognition using Multilayer LSTM Networks
SYSU 3D,https://identifiers.org/ito:ITO_06823,Jointly learning heterogeneous features for rgb-d activity recognition
SYSU 3D,https://identifiers.org/ito:ITO_06786,View Adaptive Recurrent Neural Networks for High Performance Human Action Recognition from Skeleton Data
SYSU 3D,https://identifiers.org/ito:ITO_06698,View Adaptive Neural Networks for High Performance Skeleton-based Human Action Recognition
SYSU 3D,https://identifiers.org/ito:ITO_06749,Semantics-Guided Neural Networks for Efficient Skeleton-Based Human Action Recognition
MSR ActionPairs,https://identifiers.org/ito:ITO_19787,Subspace Clustering for Action Recognition with Covariance Representations and Temporal Pruning
Florence 3D,https://identifiers.org/ito:ITO_06677,Human Action Recognition by Representing 3D Skeletons as Points in a Lie Group
Florence 3D,https://identifiers.org/ito:ITO_06675,Rolling Rotations for Recognizing Human Actions from 3D Skeletal Data
Florence 3D,https://identifiers.org/ito:ITO_06671,Spatio-Temporal Graph Convolution for Skeleton Based Action Recognition
N-UCLA,https://identifiers.org/ito:ITO_06862,Glimpse Clouds: Human Activity Recognition from Unstructured Feature Points
N-UCLA,https://identifiers.org/ito:ITO_06698,View Adaptive Neural Networks for High Performance Skeleton-based Human Action Recognition
N-UCLA,https://identifiers.org/ito:ITO_06860,Action Machine: Rethinking Action Recognition in Trimmed Videos
N-UCLA,https://identifiers.org/ito:ITO_06749,Semantics-Guided Neural Networks for Efficient Skeleton-Based Human Action Recognition
N-UCLA,https://identifiers.org/ito:ITO_19792,Hierarchical Action Classification with Network Pruning
N-UCLA,https://identifiers.org/ito:ITO_43866,Channel-wise Topology Refinement Graph Convolution for Skeleton-Based Action Recognition
JHMDB (2D poses only),https://identifiers.org/ito:ITO_06852,"Make Skeleton-based Action Recognition Model Smaller, Faster and Better"
JHMDB (2D poses only),https://identifiers.org/ito:ITO_06873,"Chained Multi-stream Networks Exploiting Pose, Motion, and Appearance for Action Classification and Detection"
JHMDB (2D poses only),https://identifiers.org/ito:ITO_06578,PoTion: Pose MoTion Representation for Action Recognition
COCO,https://identifiers.org/ito:ITO_05853,StackGAN++: Realistic Image Synthesis with Stacked Generative Adversarial Networks
COCO,https://identifiers.org/ito:ITO_05967,AttnGAN: Fine-Grained Text to Image Generation with Attentional Generative Adversarial Networks
COCO,https://identifiers.org/ito:ITO_05961,Generating Multiple Objects at Spatially Distinct Locations
COCO,https://identifiers.org/ito:ITO_05965,DM-GAN: Dynamic Memory Generative Adversarial Networks for Text-to-Image Synthesis
COCO,https://identifiers.org/ito:ITO_22640,Semantic Object Accuracy for Generative Text-to-Image Synthesis
COCO,https://identifiers.org/ito:ITO_43784,Lightweight Generative Adversarial Networks for Text-Guided Image Manipulation
COCO,https://identifiers.org/ito:ITO_43778,Cross-Modal Contrastive Learning for Text-to-Image Generation
COCO,https://identifiers.org/ito:ITO_43776,LAFITE: Towards Language-Free Training for Text-to-Image Generation
